Namespace(batch_size=16, beta1=0.5, cuda=False, dataroot='./cifar10', dataset='cifar10', image_size=64, learning_rate=0.0002, local_rank=0, max_workers=4, ndf=64, ngf=64, num_epochs=1, nz=100, out_folder='.', seed=0)
Namespace(batch_size=16, beta1=0.5, cuda=False, dataroot='./cifar10', dataset='cifar10', image_size=64, learning_rate=0.0002, local_rank=1, max_workers=4, ndf=64, ngf=64, num_epochs=1, nz=100, out_folder='.', seed=0)
Using seed: 0
Using seed: 0
Using GPU: False
Using GPU: False
Rank: 0. World Size: 4
Rank: 1. World Size: 4
Dataset cifar10 loaded
/usr/local/lib/python3.6/dist-packages/torch/utils/data/dataloader.py:490: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
Dataset cifar10 loaded
/usr/local/lib/python3.6/dist-packages/torch/utils/data/dataloader.py:490: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
Rank: 1, Epoch: 0, Training ...
Rank: 0, Epoch: 0, Training ...
[epoch: 0/1][iteration: 43/782][rank: 1] Loss_D: 2.4647, Loss_G: 13.6696, D(x): 0.9811, D(G(z)): 0.9034 / 0.0000, iteration time: 1.4330s
[epoch: 0/1][iteration: 44/782][rank: 0] Loss_D: 0.1283, Loss_G: 14.9470, D(x): 0.8921, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4302s
[epoch: 0/1][iteration: 44/782][rank: 1] Loss_D: 0.0616, Loss_G: 14.9470, D(x): 0.9427, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4270s
[epoch: 0/1][iteration: 45/782][rank: 0] Loss_D: 0.3966, Loss_G: 14.7874, D(x): 0.7447, D(G(z)): 0.0000 / 0.0000, iteration time: 1.3840s
[epoch: 0/1][iteration: 45/782][rank: 1] Loss_D: 0.2691, Loss_G: 14.7874, D(x): 0.7915, D(G(z)): 0.0000 / 0.0000, iteration time: 1.3922s
[epoch: 0/1][iteration: 46/782][rank: 0] Loss_D: 0.4166, Loss_G: 13.8823, D(x): 0.7195, D(G(z)): 0.0000 / 0.0000, iteration time: 1.3914s
[epoch: 0/1][iteration: 46/782][rank: 1] Loss_D: 0.0998, Loss_G: 13.8823, D(x): 0.9095, D(G(z)): 0.0000 / 0.0000, iteration time: 1.3878s
[epoch: 0/1][iteration: 47/782][rank: 0] Loss_D: 0.1359, Loss_G: 12.5523, D(x): 0.8903, D(G(z)): 0.0000 / 0.0000, iteration time: 1.3969s
[epoch: 0/1][iteration: 47/782][rank: 1] Loss_D: 0.1910, Loss_G: 12.5523, D(x): 0.8671, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4193s
[epoch: 0/1][iteration: 48/782][rank: 1] Loss_D: 0.1348, Loss_G: 10.4872, D(x): 0.8850, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4127s
[epoch: 0/1][iteration: 48/782][rank: 0] Loss_D: 0.0636, Loss_G: 10.4872, D(x): 0.9418, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4295s
[epoch: 0/1][iteration: 49/782][rank: 0] Loss_D: 0.0409, Loss_G: 7.1756, D(x): 0.9619, D(G(z)): 0.0007 / 0.0008, iteration time: 1.4195s
[epoch: 0/1][iteration: 49/782][rank: 1] Loss_D: 0.0197, Loss_G: 7.1756, D(x): 0.9813, D(G(z)): 0.0007 / 0.0008, iteration time: 1.4227s
